filename,filepath,label,width,height,channels,pixels,megapixels,aspect_ratio,brightness,contrast,entropy,r_mean,r_std,g_mean,g_std,b_mean,b_std,noise_mean,noise_std,ela_mean,ela_std,ela_max,fft_center,fft_total
12589.png,train_images\authentic\12589.png,authentic,320,256,3,81920,0.0819,1.25,125.42,42.47,6.7873,140.78,35.85,103.1,52.58,200.12,9.07,2.0776,2.8361,2.1875,2.255,30.0,11.3867,6.3687
12612.png,train_images\authentic\12612.png,authentic,3888,2592,3,10077696,10.0777,1.5,185.71,30.26,6.4148,166.6,33.02,206.96,35.68,126.46,44.86,1.0408,1.6098,1.1777,1.1544,32.0,15.111,8.2623
12615.png,train_images\authentic\12615.png,authentic,914,512,3,467968,0.468,1.7852,172.37,24.94,6.2088,172.37,24.94,172.37,24.94,172.37,24.94,4.6891,3.7823,1.4888,1.2131,10.0,12.3062,7.465
12629.png,train_images\authentic\12629.png,authentic,480,270,3,129600,0.1296,1.7778,116.64,48.28,7.4905,131.47,51.38,97.7,50.08,175.25,48.58,4.4962,4.549,4.2488,4.0343,49.0,11.7539,6.9962
1270.png,train_images\authentic\1270.png,authentic,1600,1200,3,1920000,1.92,1.3333,10.04,5.46,4.0757,15.58,7.05,9.1,5.6,0.36,1.04,0.7262,0.7896,0.786,0.8493,39.0,12.0685,6.9892
12705.png,train_images\authentic\12705.png,authentic,320,256,3,81920,0.0819,1.25,162.97,17.99,4.4897,171.88,16.07,150.07,21.97,206.1,3.43,0.8121,1.2924,1.3398,1.4322,23.0,10.5571,5.5483
1272.png,train_images\authentic\1272.png,authentic,256,256,3,65536,0.0655,1.0,16.69,15.9,3.0275,16.69,15.9,16.69,15.9,16.69,15.9,0.9628,2.2474,0.6774,0.7755,15.0,10.2357,6.1684
12747.png,train_images\authentic\12747.png,authentic,1000,666,3,666000,0.666,1.5015,82.15,40.27,6.8382,65.52,56.94,90.58,38.8,82.33,38.08,3.0975,4.0865,2.0145,1.9239,25.0,12.8847,7.831
12793.png,train_images\authentic\12793.png,authentic,1000,666,3,666000,0.666,1.5015,168.73,40.56,7.1828,201.35,33.34,163.58,43.07,109.54,58.35,4.396,3.9464,3.2362,2.9271,38.0,12.9225,8.1245
12798.png,train_images\authentic\12798.png,authentic,2568,1912,3,4910016,4.91,1.3431,63.51,27.24,5.9844,63.51,27.24,63.51,27.24,63.51,27.24,0.5286,0.4284,0.5021,0.5621,6.0,15.059,6.9199
12809.png,train_images\authentic\12809.png,authentic,621,97,3,60237,0.0602,6.4021,218.24,49.22,6.2592,218.24,49.22,218.24,49.22,218.24,49.22,1.9142,6.9636,0.7184,0.6988,5.0,9.968,5.3487
12823.png,train_images\authentic\12823.png,authentic,360,360,3,129600,0.1296,1.0,10.77,9.26,3.5295,10.77,9.26,10.77,9.26,10.77,9.26,0.4466,0.3971,0.3984,0.5304,3.0,10.2426,5.3532
12862.png,train_images\authentic\12862.png,authentic,256,256,3,65536,0.0655,1.0,13.49,19.31,4.2744,13.49,19.31,13.49,19.31,13.49,19.31,1.2079,2.0341,0.745,0.8748,10.0,10.5203,6.0371
12879.png,train_images\authentic\12879.png,authentic,360,360,3,129600,0.1296,1.0,8.91,7.15,3.5287,8.91,7.15,8.91,7.15,8.91,7.15,0.4155,0.352,0.384,0.5175,3.0,9.9118,5.2453
12912.png,train_images\authentic\12912.png,authentic,320,256,3,81920,0.0819,1.25,153.08,36.99,5.5548,164.25,31.58,138.51,45.71,198.86,7.7,0.9306,1.2319,1.4236,1.4465,20.0,10.8609,5.6013
12919.png,train_images\authentic\12919.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.72,6.88,2.7045,5.4,8.7,1.88,7.2,0.1,0.8,0.5135,0.5707,0.6287,0.7649,33.0,12.8631,6.7132
12924.png,train_images\authentic\12924.png,authentic,3888,2592,3,10077696,10.0777,1.5,183.59,29.31,6.3278,166.03,32.78,204.16,37.36,123.7,42.72,0.9519,1.8412,1.2969,1.2357,32.0,14.903,8.2099
13020.png,train_images\authentic\13020.png,authentic,416,96,3,39936,0.0399,4.3333,193.48,20.8,4.6582,193.47,20.84,193.49,20.77,193.59,20.86,1.3079,1.104,0.9697,0.866,7.0,8.9096,5.5461
13072.png,train_images\authentic\13072.png,authentic,1024,1024,3,1048576,1.0486,1.0,122.08,35.44,7.1436,145.26,30.49,101.19,38.23,168.85,40.72,6.0709,5.198,3.6786,3.4567,52.0,13.179,8.2765
13108.png,train_images\authentic\13108.png,authentic,256,256,3,65536,0.0655,1.0,14.94,12.94,2.6081,14.94,12.94,14.94,12.94,14.94,12.94,0.7432,1.304,0.613,0.6942,11.0,10.1891,5.7347
13115.png,train_images\authentic\13115.png,authentic,256,256,3,65536,0.0655,1.0,8.59,13.51,3.1944,8.59,13.51,8.59,13.51,8.59,13.51,0.5483,0.8911,0.412,0.5766,6.0,10.1272,5.3702
13121.png,train_images\authentic\13121.png,authentic,474,326,3,154524,0.1545,1.454,202.64,16.91,5.5892,203.05,16.53,203.27,17.32,198.17,16.01,0.5161,0.5638,0.5677,0.6513,6.0,10.4128,5.2029
13187.png,train_images\authentic\13187.png,authentic,1600,1200,3,1920000,1.92,1.3333,1.79,10.99,1.7961,3.06,13.73,1.45,11.57,0.11,1.2,0.2341,0.6976,0.3796,0.6809,44.0,13.2197,6.5777
13219.png,train_images\authentic\13219.png,authentic,1600,1200,3,1920000,1.92,1.3333,4.91,2.91,3.4219,8.72,4.24,3.92,2.81,0.14,0.61,0.617,0.607,0.6731,0.7973,30.0,11.1615,6.7958
13254.png,train_images\authentic\13254.png,authentic,512,512,3,262144,0.2621,1.0,199.15,19.37,6.2291,212.92,16.23,190.0,22.41,210.16,16.46,4.6943,4.3006,2.0572,1.9853,32.0,11.4838,7.4848
13315.png,train_images\authentic\13315.png,authentic,516,512,3,264192,0.2642,1.0078,152.29,65.8,7.5095,152.29,65.8,152.29,65.8,152.29,65.8,2.5171,3.2457,0.7547,0.7593,8.0,12.8862,6.4696
13333.png,train_images\authentic\13333.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.97,7.09,3.3684,7.18,9.15,3.1,7.31,0.16,1.02,0.5891,0.7593,0.6663,0.811,37.0,12.6859,6.8805
13361.png,train_images\authentic\13361.png,authentic,497,419,3,208243,0.2082,1.1862,198.2,50.73,6.1336,205.42,43.14,190.75,58.24,217.43,37.33,3.7205,4.9437,3.4209,3.9771,58.0,12.3608,7.1775
13415.png,train_images\authentic\13415.png,authentic,635,512,3,325120,0.3251,1.2402,84.13,28.18,5.8451,84.13,28.18,84.13,28.18,84.13,28.18,1.2922,3.7641,0.5361,0.8035,13.0,12.1003,6.9007
13444.png,train_images\authentic\13444.png,authentic,1000,666,3,666000,0.666,1.5015,84.93,39.71,6.6705,66.99,54.38,93.03,39.39,90.21,40.4,3.8477,5.5968,2.1562,2.1204,27.0,12.6938,8.1259
13451.png,train_images\authentic\13451.png,authentic,568,512,3,290816,0.2908,1.1094,94.51,21.82,6.0257,94.51,21.82,94.51,21.82,94.51,21.82,3.3187,3.992,1.3344,1.1892,19.0,11.2374,7.1848
13511.png,train_images\authentic\13511.png,authentic,3888,2592,3,10077696,10.0777,1.5,179.8,37.58,6.3869,152.36,32.8,202.96,45.47,132.58,38.33,1.2113,2.0843,1.2232,1.1874,23.0,15.448,8.4744
13516.png,train_images\authentic\13516.png,authentic,1000,666,3,666000,0.666,1.5015,82.97,33.45,6.5455,55.63,40.67,94.36,36.96,96.0,37.61,6.042,6.4171,3.2704,2.6412,29.0,12.6903,8.6099
1353.png,train_images\authentic\1353.png,authentic,1841,419,3,771379,0.7714,4.3938,218.26,13.23,5.0751,217.77,13.21,218.26,13.24,218.76,13.25,0.5929,0.5183,0.6194,0.622,4.0,12.0847,5.9007
13603.png,train_images\authentic\13603.png,authentic,320,256,3,81920,0.0819,1.25,166.58,12.3,4.133,174.62,11.68,154.78,14.72,206.26,2.64,0.8084,1.037,1.3528,1.3158,28.0,10.2731,5.354
13611.png,train_images\authentic\13611.png,authentic,256,256,3,65536,0.0655,1.0,14.48,16.94,4.7608,14.48,16.94,14.48,16.94,14.48,16.94,0.6955,1.0305,0.4675,0.6459,5.0,10.3877,5.4604
13624.png,train_images\authentic\13624.png,authentic,1301,917,3,1193017,1.193,1.4188,163.45,58.95,7.5287,179.12,50.25,151.94,64.13,181.68,61.52,5.8605,5.6109,4.6435,4.499,68.0,13.6658,8.2706
13635.png,train_images\authentic\13635.png,authentic,655,247,3,161785,0.1618,2.6518,207.23,64.32,5.3374,207.58,64.32,207.16,64.25,207.16,65.01,1.9469,6.9495,0.9118,0.8775,10.0,11.2911,6.0364
13665.png,train_images\authentic\13665.png,authentic,2568,1912,3,4910016,4.91,1.3431,39.39,18.55,5.1096,39.39,18.55,39.39,18.55,39.39,18.55,0.454,0.362,0.4463,0.533,5.0,14.7147,6.8486
13670.png,train_images\authentic\13670.png,authentic,1000,666,3,666000,0.666,1.5015,108.27,40.73,7.1207,113.13,68.45,108.67,36.43,93.58,39.5,4.3372,5.2468,2.3574,2.1994,29.0,12.5862,8.2083
13677.png,train_images\authentic\13677.png,authentic,266,291,3,77406,0.0774,0.9141,140.0,55.49,7.6772,173.04,46.64,121.92,59.46,146.38,62.03,6.5558,5.6872,3.1445,3.1236,41.0,11.5028,6.7696
13725.png,train_images\authentic\13725.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.07,4.69,2.7859,8.07,7.16,1.18,4.29,0.09,0.96,0.4664,0.7717,0.6065,0.8171,33.0,11.9677,6.8143
13742.png,train_images\authentic\13742.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.49,3.65,3.0786,6.57,4.94,2.6,3.67,0.12,0.73,0.6087,0.6604,0.6707,0.7937,36.0,11.6938,6.8475
13744.png,train_images\authentic\13744.png,authentic,512,512,3,262144,0.2621,1.0,24.01,30.16,5.6152,24.01,30.16,24.01,30.16,24.01,30.16,5.9487,7.1523,2.6331,2.1028,16.0,11.8754,8.2202
13785.png,train_images\authentic\13785.png,authentic,1024,1024,3,1048576,1.0486,1.0,127.62,22.87,5.7122,127.62,22.87,127.62,22.87,127.62,22.87,4.2354,6.163,1.694,1.3965,13.0,12.6615,8.3057
13813.png,train_images\authentic\13813.png,authentic,1000,666,3,666000,0.666,1.5015,109.01,78.64,6.8054,86.48,107.75,119.15,72.2,116.06,61.17,4.2912,5.5291,2.6934,2.6472,35.0,13.7012,8.2354
13839.png,train_images\authentic\13839.png,authentic,694,351,3,243594,0.2436,1.9772,142.18,57.16,7.6329,166.44,45.86,126.1,62.38,161.33,62.33,5.3504,5.0168,2.7248,2.5736,39.0,12.4838,7.1379
13846.png,train_images\authentic\13846.png,authentic,417,467,3,194739,0.1947,0.8929,151.81,21.11,5.8801,151.81,21.11,151.81,21.11,151.81,21.11,3.3893,2.6655,2.4019,1.91,16.0,11.1649,7.4432
1385.png,train_images\authentic\1385.png,authentic,696,520,3,361920,0.3619,1.3385,24.34,26.44,3.9481,24.34,26.44,24.34,26.44,24.34,26.44,0.6849,1.0427,0.5194,0.6605,10.0,12.5439,6.4368
1386.png,train_images\authentic\1386.png,authentic,1000,666,3,666000,0.666,1.5015,101.95,39.61,7.1537,103.01,68.74,105.09,39.58,83.09,48.33,5.6153,6.8591,2.5934,2.4347,35.0,12.4252,8.2784
13863.png,train_images\authentic\13863.png,authentic,1280,1024,3,1310720,1.3107,1.25,71.08,15.36,5.5319,72.14,15.83,72.02,15.93,63.41,15.89,2.1048,2.9364,3.3715,3.3372,36.0,12.308,8.0018
13893.png,train_images\authentic\13893.png,authentic,1264,184,3,232576,0.2326,6.8696,201.14,45.9,5.1413,201.14,45.9,201.14,45.9,201.14,45.9,0.5421,1.4578,0.2915,0.4875,5.0,11.6074,5.1116
13898.png,train_images\authentic\13898.png,authentic,700,512,3,358400,0.3584,1.3672,97.12,23.19,5.6894,97.12,23.19,97.12,23.19,97.12,23.19,4.1683,4.1328,1.6105,1.3362,13.0,12.1619,7.5923
13905.png,train_images\authentic\13905.png,authentic,1600,1200,3,1920000,1.92,1.3333,19.62,23.5,5.3392,28.24,29.0,18.77,24.84,1.41,3.35,1.1475,2.0662,1.0631,1.2699,51.0,13.7632,7.6642
13920.png,train_images\authentic\13920.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.01,3.91,2.9694,5.84,5.18,2.15,3.99,0.1,0.69,0.5518,0.6154,0.6239,0.7636,33.0,11.9095,6.767
13957.png,train_images\authentic\13957.png,authentic,256,256,3,65536,0.0655,1.0,8.33,13.52,3.155,8.33,13.52,8.33,13.52,8.33,13.52,0.7728,0.9978,0.5732,0.6365,8.0,10.1843,5.5176
13971.png,train_images\authentic\13971.png,authentic,512,512,3,262144,0.2621,1.0,201.81,22.55,6.2929,212.73,21.49,194.3,24.61,211.84,17.77,4.825,4.1993,2.0508,2.0852,41.0,11.6402,7.4789
13986.png,train_images\authentic\13986.png,authentic,1398,1956,3,2734488,2.7345,0.7147,209.03,35.6,6.4317,216.9,28.41,201.52,41.38,226.89,29.08,2.8083,3.4739,2.7482,2.8428,50.0,14.207,8.1917
13989.png,train_images\authentic\13989.png,authentic,347,260,3,90220,0.0902,1.3346,49.5,43.99,5.7383,49.5,43.99,49.5,43.99,49.5,43.99,2.8056,4.1544,1.4237,1.3079,12.0,11.61,6.9309
14010.png,train_images\authentic\14010.png,authentic,256,256,3,65536,0.0655,1.0,14.58,18.77,4.7126,14.58,18.77,14.58,18.77,14.58,18.77,0.7461,1.1744,0.4727,0.6571,7.0,10.5241,5.5432
14048.png,train_images\authentic\14048.png,authentic,1000,666,3,666000,0.666,1.5015,107.51,38.4,6.9179,91.71,56.5,116.96,35.67,100.39,33.57,6.3087,7.1378,3.3765,2.7461,29.0,12.6017,8.6843
14070.png,train_images\authentic\14070.png,authentic,1024,1024,3,1048576,1.0486,1.0,84.14,53.9,7.5488,84.14,53.9,84.14,53.9,84.14,53.9,9.0807,9.8447,2.0665,1.7711,17.0,12.7428,8.8783
14087.png,train_images\authentic\14087.png,authentic,256,256,3,65536,0.0655,1.0,4.68,7.81,2.2584,4.68,7.81,4.68,7.81,4.68,7.81,0.5139,0.7399,0.4338,0.5549,6.0,9.6425,5.2456
14094.png,train_images\authentic\14094.png,authentic,514,512,3,263168,0.2632,1.0039,198.52,46.51,6.1388,198.52,46.51,198.52,46.51,198.52,46.51,3.953,4.4055,1.2102,1.062,11.0,12.1092,7.0234
14114.png,train_images\authentic\14114.png,authentic,1000,666,3,666000,0.666,1.5015,128.19,54.91,7.3874,192.36,51.82,110.18,59.12,52.63,60.48,3.3093,2.8511,2.7895,2.5603,30.0,13.29,7.9705
14123.png,train_images\authentic\14123.png,authentic,1000,666,3,666000,0.666,1.5015,102.98,64.16,6.7206,127.21,62.16,101.74,65.96,45.84,65.31,4.1756,4.1917,2.7799,2.4582,30.0,13.5009,8.2313
14170.png,train_images\authentic\14170.png,authentic,306,263,3,80478,0.0805,1.1635,164.3,60.41,7.2511,180.56,51.48,146.7,71.49,212.29,36.23,3.962,4.4011,3.9726,3.8458,50.0,11.7328,6.6895
14184.png,train_images\authentic\14184.png,authentic,696,520,3,361920,0.3619,1.3385,36.02,37.26,4.9163,36.02,37.26,36.02,37.26,36.02,37.26,0.9276,1.296,0.634,0.7585,12.0,12.8384,6.6199
1419.png,train_images\authentic\1419.png,authentic,2568,1912,3,4910016,4.91,1.3431,61.66,42.46,6.8183,61.66,42.46,61.66,42.46,61.66,42.46,0.564,0.497,0.5028,0.5715,5.0,15.2926,7.0113
14203.png,train_images\authentic\14203.png,authentic,320,256,3,81920,0.0819,1.25,176.21,41.29,6.5529,181.75,29.34,168.62,52.59,200.81,18.46,1.6004,1.6913,2.8543,2.5819,24.0,11.5134,5.6522
14205.png,train_images\authentic\14205.png,authentic,984,77,3,75768,0.0758,12.7792,219.3,33.37,4.6828,219.3,33.37,219.3,33.37,219.3,33.37,0.4595,0.9315,0.3226,0.4866,5.0,9.9693,5.063
14227.png,train_images\authentic\14227.png,authentic,512,528,3,270336,0.2703,0.9697,142.93,55.88,7.1478,142.93,55.88,142.93,55.88,142.93,55.88,3.9159,3.8984,1.2268,1.0417,9.0,12.8113,7.0265
14324.png,train_images\authentic\14324.png,authentic,320,256,3,81920,0.0819,1.25,119.81,48.2,6.9582,137.38,40.74,96.85,59.49,191.99,11.52,1.3155,1.6479,1.7317,1.6748,23.0,11.1384,5.766
14331.png,train_images\authentic\14331.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.43,3.11,2.9354,8.92,4.99,1.37,2.74,0.08,0.57,0.4704,0.5325,0.6063,0.7743,29.0,11.5726,6.6565
14371.png,train_images\authentic\14371.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.72,3.13,2.8656,5.48,4.42,1.86,3.08,0.08,0.57,0.5219,0.5451,0.5974,0.7432,28.0,11.8826,6.6776
14389.png,train_images\authentic\14389.png,authentic,608,232,3,141056,0.1411,2.6207,143.91,20.01,5.3167,143.91,20.01,143.91,20.01,143.91,20.01,1.0184,3.744,0.4718,0.5602,8.0,10.508,5.2321
14436.png,train_images\authentic\14436.png,authentic,320,256,3,81920,0.0819,1.25,156.13,30.26,5.5876,166.99,25.59,142.15,37.68,199.67,5.72,1.0462,1.485,1.4627,1.5215,25.0,10.962,5.6532
14462.png,train_images\authentic\14462.png,authentic,375,424,3,159000,0.159,0.8844,117.6,19.85,5.5589,141.9,18.87,90.18,20.78,195.13,27.13,2.5056,3.9169,1.9103,2.5682,50.0,11.1763,6.7866
14478.png,train_images\authentic\14478.png,authentic,2568,1912,3,4910016,4.91,1.3431,46.1,25.63,5.6676,46.1,25.63,46.1,25.63,46.1,25.63,0.4705,0.3752,0.4594,0.5393,5.0,15.0558,6.8381
14498.png,train_images\authentic\14498.png,authentic,256,256,3,65536,0.0655,1.0,11.77,15.36,4.4695,11.77,15.36,11.77,15.36,11.77,15.36,0.633,0.954,0.436,0.6167,5.0,10.2991,5.4011
14506.png,train_images\authentic\14506.png,authentic,696,520,3,361920,0.3619,1.3385,6.6,6.0,2.6886,19.97,17.84,0.0,0.0,6.16,11.61,0.519,1.0873,1.2893,2.4812,99.0,10.6594,6.3419
14605.png,train_images\authentic\14605.png,authentic,2568,1912,3,4910016,4.91,1.3431,54.73,25.93,5.6379,54.73,25.93,54.73,25.93,54.73,25.93,0.4988,0.4009,0.4817,0.5506,5.0,14.9422,6.907
14608.png,train_images\authentic\14608.png,authentic,256,256,3,65536,0.0655,1.0,4.88,5.15,2.0327,4.88,5.15,4.88,5.15,4.88,5.15,0.4763,0.5817,0.4237,0.547,6.0,9.142,5.2054
14618.png,train_images\authentic\14618.png,authentic,256,256,3,65536,0.0655,1.0,8.25,13.42,3.5592,8.25,13.42,8.25,13.42,8.25,13.42,0.5218,0.8958,0.3658,0.5704,6.0,10.2115,5.3337
14622.png,train_images\authentic\14622.png,authentic,1000,666,3,666000,0.666,1.5015,136.07,57.69,7.4376,186.05,47.2,125.5,62.78,59.29,66.28,6.1154,5.2372,3.3142,3.0405,35.0,13.2504,8.2823
14664.png,train_images\authentic\14664.png,authentic,640,512,3,327680,0.3277,1.25,11.12,10.4,3.1534,11.12,10.4,11.12,10.4,11.12,10.4,1.5047,1.1074,1.1406,1.017,14.0,11.5318,6.8902
1467.png,train_images\authentic\1467.png,authentic,1600,1200,3,1920000,1.92,1.3333,1.48,4.12,2.1681,3.27,5.59,0.84,4.12,0.06,0.81,0.3635,0.6606,0.5124,0.7222,33.0,12.0189,6.6578
14690.png,train_images\authentic\14690.png,authentic,1000,666,3,666000,0.666,1.5015,94.91,44.49,7.2818,96.88,72.1,97.54,40.63,76.34,39.5,5.3757,6.2204,2.8421,2.6197,38.0,12.4862,8.4346
14692.png,train_images\authentic\14692.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.22,3.63,2.5031,4.73,4.87,1.38,3.68,0.05,0.59,0.4539,0.5232,0.5544,0.7042,26.0,11.5794,6.6127
14700.png,train_images\authentic\14700.png,authentic,512,512,3,262144,0.2621,1.0,196.8,25.92,6.1547,207.18,21.1,188.43,30.78,213.03,18.24,4.0593,4.368,0.8356,1.1182,14.0,11.6532,7.4325
14710.png,train_images\authentic\14710.png,authentic,256,256,3,65536,0.0655,1.0,21.3,24.17,3.6849,21.3,24.17,21.3,24.17,21.3,24.17,1.6997,3.8085,0.8676,1.0821,13.0,10.5229,6.5613
14716.png,train_images\authentic\14716.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.8,3.0,2.785,5.67,4.05,1.89,3.02,0.09,0.63,0.545,0.5839,0.6315,0.7618,35.0,11.4083,6.742
14720.png,train_images\authentic\14720.png,authentic,360,360,3,129600,0.1296,1.0,8.98,7.13,3.4753,8.98,7.13,8.98,7.13,8.98,7.13,0.4252,0.3604,0.3886,0.5203,3.0,9.9248,5.272
14747.png,train_images\authentic\14747.png,authentic,256,256,3,65536,0.0655,1.0,14.62,9.85,2.3947,14.62,9.85,14.62,9.85,14.62,9.85,0.7132,1.1069,0.6134,0.6809,9.0,9.9016,5.6178
14770.png,train_images\authentic\14770.png,authentic,517,96,3,49632,0.0496,5.3854,160.94,46.37,5.8429,160.94,46.37,160.94,46.37,160.93,46.37,0.6644,0.7465,0.6252,0.6752,5.0,9.5641,4.5366
14776.png,train_images\authentic\14776.png,authentic,534,107,3,57138,0.0571,4.9907,224.74,46.58,5.3474,224.74,46.58,224.74,46.58,224.74,46.58,1.0258,1.2258,0.6215,0.6584,6.0,9.519,5.238
14820.png,train_images\authentic\14820.png,authentic,1608,419,3,673752,0.6738,3.8377,129.33,26.44,4.5377,129.33,26.44,129.33,26.44,129.33,26.44,0.9964,2.3029,0.7378,0.8072,14.0,12.7423,7.0188
14822.png,train_images\authentic\14822.png,authentic,320,256,3,81920,0.0819,1.25,166.46,54.64,6.8836,176.98,42.76,155.5,66.72,195.27,30.06,2.2338,2.2482,3.28,3.0681,34.0,11.8307,5.8719
14829.png,train_images\authentic\14829.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.57,4.39,2.7932,5.19,5.87,1.74,4.45,0.09,0.66,0.4939,0.5646,0.5958,0.7526,33.0,12.1106,6.6768
14868.png,train_images\authentic\14868.png,authentic,687,512,3,351744,0.3517,1.3418,105.05,33.35,4.7905,105.05,33.35,105.05,33.35,105.05,33.35,4.3479,8.1172,1.6922,1.6147,16.0,11.8578,8.1248
14891.png,train_images\authentic\14891.png,authentic,1283,617,3,791611,0.7916,2.0794,196.93,17.72,6.1176,196.93,17.72,196.93,17.72,196.93,17.72,0.5173,0.4895,0.4776,0.5657,4.0,11.8055,6.1638
14898.png,train_images\authentic\14898.png,authentic,1000,666,3,666000,0.666,1.5015,162.95,32.75,6.6909,200.03,34.03,151.57,34.85,124.19,40.87,4.3184,3.6122,3.0685,2.7233,34.0,12.7809,8.0903
14908.png,train_images\authentic\14908.png,authentic,696,520,3,361920,0.3619,1.3385,0.96,6.62,0.5679,2.93,20.32,0.0,0.0,0.74,9.48,0.1423,0.8427,0.334,2.045,109.0,10.5189,5.7006
14944.png,train_images\authentic\14944.png,authentic,495,121,3,59895,0.0599,4.0909,142.91,27.45,6.3422,142.91,27.45,142.91,27.45,142.91,27.45,2.234,2.1246,1.4012,1.2507,11.0,9.8036,6.2975
14954.png,train_images\authentic\14954.png,authentic,256,256,3,65536,0.0655,1.0,3.89,6.85,2.2772,3.89,6.85,3.89,6.85,3.89,6.85,0.5121,0.5772,0.4401,0.5439,5.0,9.5386,5.1941
14965.png,train_images\authentic\14965.png,authentic,740,512,3,378880,0.3789,1.4453,43.09,21.4,4.5006,43.09,21.4,43.09,21.4,43.09,21.4,1.9512,3.8428,0.9419,0.9122,12.0,12.0289,7.1092
14988.png,train_images\authentic\14988.png,authentic,256,256,3,65536,0.0655,1.0,16.64,14.38,3.1339,16.64,14.38,16.64,14.38,16.64,14.38,0.894,1.4921,0.6824,0.7639,10.0,10.2642,5.93
14999.png,train_images\authentic\14999.png,authentic,320,256,3,81920,0.0819,1.25,188.23,38.17,6.0554,195.5,28.91,181.68,47.45,202.93,19.32,1.3728,1.4826,2.7723,2.5289,31.0,11.396,5.6939
15010.png,train_images\authentic\15010.png,authentic,696,520,3,361920,0.3619,1.3385,5.13,4.92,2.6489,16.96,16.31,0.0,0.0,0.2,2.0,0.5913,0.9879,0.9706,2.1856,71.0,10.6219,6.3313
15056.png,train_images\authentic\15056.png,authentic,256,256,3,65536,0.0655,1.0,16.77,13.63,3.3185,16.77,13.63,16.77,13.63,16.77,13.63,0.9368,1.6989,0.6926,0.7973,9.0,10.1207,6.009
15061.png,train_images\authentic\15061.png,authentic,1280,1024,3,1310720,1.3107,1.25,103.04,24.12,6.5418,99.17,24.88,106.04,24.89,97.76,22.35,3.054,3.346,3.3975,3.2073,41.0,12.3342,8.1728
15120.png,train_images\authentic\15120.png,authentic,776,512,3,397312,0.3973,1.5156,156.33,22.25,5.3642,156.33,22.25,156.33,22.25,156.33,22.25,2.4231,3.1638,1.0026,0.905,9.0,11.928,6.9061
15171.png,train_images\authentic\15171.png,authentic,360,360,3,129600,0.1296,1.0,11.76,9.35,3.6226,11.76,9.35,11.76,9.35,11.76,9.35,0.4701,0.4013,0.4237,0.5394,3.0,10.1782,5.3779
15176.png,train_images\authentic\15176.png,authentic,260,89,3,23140,0.0231,2.9213,201.16,45.78,6.7909,210.42,39.02,193.57,50.35,215.97,42.4,3.4764,3.453,2.8088,2.7152,34.0,9.7941,5.8998
15269.png,train_images\authentic\15269.png,authentic,2592,3888,3,10077696,10.0777,0.6667,183.21,31.09,6.5054,156.87,33.34,207.03,37.74,129.78,45.22,1.1131,1.9521,1.1985,1.1944,26.0,15.002,8.3634
15285.png,train_images\authentic\15285.png,authentic,1000,666,3,666000,0.666,1.5015,100.29,44.86,7.2523,88.27,59.96,107.74,41.78,93.55,36.46,6.758,7.5596,3.2688,2.6632,29.0,12.764,8.7243
15295.png,train_images\authentic\15295.png,authentic,1000,666,3,666000,0.666,1.5015,117.34,81.48,6.822,92.96,107.87,129.43,74.76,119.04,68.22,4.2064,5.0263,2.7988,2.6732,32.0,13.7363,8.2527
15314.png,train_images\authentic\15314.png,authentic,256,256,3,65536,0.0655,1.0,12.61,18.07,4.4459,12.61,18.07,12.61,18.07,12.61,18.07,0.6672,1.0914,0.4576,0.6474,7.0,10.4124,5.5529
15321.png,train_images\authentic\15321.png,authentic,256,256,3,65536,0.0655,1.0,17.15,19.83,5.1295,17.15,19.83,17.15,19.83,17.15,19.83,0.875,1.2657,0.5555,0.6978,7.0,10.5701,5.591
1536.png,train_images\authentic\1536.png,authentic,558,117,3,65286,0.0653,4.7692,216.24,40.37,4.0684,216.24,40.37,216.24,40.37,216.24,40.37,1.044,1.616,0.6983,0.7832,8.0,10.404,5.4805
